id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd
pbmc_c3_noise_0_r0_symbol,symbol,noise,0,0,CD14 Monocytes,Classical monocyte,0.98,"{""cell_type"":""Classical monocyte"",""confidence"":0.98}",stop,83,19,0,0.000394
pbmc_c3_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD14 Monocytes,Classical CD14+ monocyte,0.9,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.9}",stop,113,365,341,0.004606
pbmc_c3_noise_2_r0_symbol,symbol,noise,2,0,CD14 Monocytes,Classical monocyte (CD14+ monocyte),0.92,"{""cell_type"":""Classical monocyte (CD14+ monocyte)"",""confidence"":0.92}",stop,85,104,76,0.001418
pbmc_c3_noise_2_r1_symbol,symbol,noise,2,1,CD14 Monocytes,CD14+ classical monocytes,0.93,"{""cell_type"":""CD14+ classical monocytes"",""confidence"":0.93}",stop,83,21,0,0.000418
pbmc_c3_noise_2_r2_symbol,symbol,noise,2,2,CD14 Monocytes,Classical monocytes,0.97,"{""cell_type"":""Classical monocytes"",""confidence"":0.97}",stop,85,19,0,0.000398
pbmc_c3_noise_2_r0_ensembl,ensembl,noise,2,0,CD14 Monocytes,classical monocyte,0.9,"{""cell_type"":""classical monocyte"",""confidence"":0.9}",stop,113,446,425,0.005578
pbmc_c3_noise_2_r1_ensembl,ensembl,noise,2,1,CD14 Monocytes,Classical CD14+ monocyte,0.97,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.97}",stop,113,348,324,0.004402
pbmc_c3_noise_0_r0_ensembl,ensembl,noise,0,0,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.9}",stop,113,513,490,0.006382
pbmc_c3_noise_4_r0_symbol,symbol,noise,4,0,CD14 Monocytes,classical monocyte,0.94,"{""cell_type"":""classical monocyte"",""confidence"":0.94}",stop,88,90,69,0.001256
pbmc_c3_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD14 Monocytes,CD4 memory T cell,0.56,"{""cell_type"":""CD4 memory T cell"",""confidence"":0.56}",stop,113,3128,3106,0.037762
pbmc_c3_noise_4_r1_symbol,symbol,noise,4,1,CD14 Monocytes,Classical monocyte,0.9,"{""cell_type"":""Classical monocyte"",""confidence"":0.9}",stop,85,109,88,0.001478
pbmc_c3_noise_4_r1_ensembl,ensembl,noise,4,1,CD14 Monocytes,Classical monocyte (CD14+ / S100A8+ S100A9+),0.97,"{""cell_type"":""Classical monocyte (CD14+ / S100A8+ S100A9+)"",""confidence"":0.97}",stop,113,231,195,0.002998
pbmc_c3_noise_4_r2_symbol,symbol,noise,4,2,CD14 Monocytes,neutrophil,0.72,"{""cell_type"":""neutrophil"",""confidence"":0.72}",stop,84,242,221,0.003072
pbmc_c3_noise_2_r2_ensembl,ensembl,noise,2,2,CD14 Monocytes,Classical CD14+ monocyte,0.78,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.78}",stop,113,1058,1034,0.012922
pbmc_c3_noise_4_r0_ensembl,ensembl,noise,4,0,CD14 Monocytes,Classical monocyte,0.88,"{""cell_type"":""Classical monocyte"",""confidence"":0.88}",stop,113,1007,986,0.01231
pbmc_c3_noise_4_r2_ensembl,ensembl,noise,4,2,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.9}",stop,113,428,405,0.005362
pbmc_c3_noise_6_r0_symbol,symbol,noise,6,0,CD14 Monocytes,Monocyte,0.48,"{""cell_type"":""Monocyte"",""confidence"":0.48}",stop,83,220,201,0.002806
pbmc_c3_noise_6_r0_ensembl,ensembl,noise,6,0,CD14 Monocytes,monocyte,0.86,"{""cell_type"":""monocyte"",""confidence"":0.86}",stop,113,535,516,0.006646
pbmc_c3_noise_6_r2_symbol,symbol,noise,6,2,CD14 Monocytes,Classical monocyte (FCN1+ S100A9+),0.9,"{""cell_type"":""Classical monocyte (FCN1+ S100A9+)"",""confidence"":0.9}",stop,88,80,49,0.001136
pbmc_c3_noise_6_r1_symbol,symbol,noise,6,1,CD14 Monocytes,monocyte,0.62,"{""cell_type"":""monocyte"",""confidence"":0.62}",stop,84,535,516,0.006588
pbmc_c3_noise_6_r1_ensembl,ensembl,noise,6,1,CD14 Monocytes,Monocyte,0.58,"{""cell_type"":""Monocyte"",""confidence"":0.58}",stop,113,535,516,0.006646
pbmc_c3_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD14 Monocytes,Classical monocyte,0.98,"{""cell_type"":""Classical monocyte"",""confidence"":0.98}",stop,83,54,33,0.000814
pbmc_c3_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD14 Monocytes,Classical monocyte (CD14+ / FCN1+ S100A8/S100A9+),0.98,"{""cell_type"":""Classical monocyte (CD14+ / FCN1+ S100A8/S100A9+)"",""confidence"":0.98}",stop,83,74,35,0.001054
pbmc_c3_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD14 Monocytes,CD14+ classical monocyte,0.82,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.82}",stop,113,536,513,0.006658
pbmc_c4_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414
pbmc_c3_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD14 Monocytes,classical monocyte,0.9,"{""cell_type"":""classical monocyte"",""confidence"":0.9}",stop,113,537,516,0.00667
pbmc_c4_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,154,131,0.002074
pbmc_c4_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,NK cells,FCGR3A+ natural killer (NK) cell,0.9,"{""cell_type"":""FCGR3A+ natural killer (NK) cell"",""confidence"":0.9}",stop,81,112,84,0.001506
pbmc_c4_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,NK cells,Natural killer (NK) cell,0.89,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.89}",stop,82,115,92,0.001544
pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,classical monocyte,0.68,"{""cell_type"":""classical monocyte"",""confidence"":0.68}",stop,113,1513,1492,0.018382
pbmc_c4_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,NK cells,Natural killer (NK) cell,0.94,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.94}",stop,83,63,40,0.000922
pbmc_c4_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,NK cells,NK cell,0.93,"{""cell_type"":""NK cell"",""confidence"":0.93}",stop,113,688,669,0.008482
pbmc_c4_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,NK cells,NK cell,0.78,"{""cell_type"":""NK cell"",""confidence"":0.78}",stop,50,113,94,0.001456
pbmc_c4_n_genes_3_r0_symbol,symbol,n_genes,3,0,NK cells,NK cell,0.98,"{""cell_type"":""NK cell"",""confidence"":0.98}",stop,54,45,26,0.000648
pbmc_c4_n_genes_1_r0_symbol,symbol,n_genes,1,0,NK cells,NK cell,0.72,"{""cell_type"":""NK cell"",""confidence"":0.72}",stop,47,54,35,0.000742
pbmc_c4_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,NK cells,Natural killer (NK) cell,0.9,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.9}",stop,113,539,516,0.006694
pbmc_c4_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,64,151,128,0.00194
pbmc_c4_n_genes_5_r0_symbol,symbol,n_genes,5,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,61,34,11,0.00053
pbmc_c4_n_genes_10_r0_symbol,symbol,n_genes,10,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414
pbmc_c4_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,78,148,125,0.001932
pbmc_c4_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,NK cells,Natural killer (NK) cell,0.65,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.65}",stop,113,2028,2005,0.024562
pbmc_c4_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,113,211,188,0.002758
pbmc_c4_noise_0_r0_symbol,symbol,noise,0,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414
pbmc_c4_noise_2_r0_symbol,symbol,noise,2,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,86,52,29,0.000796
pbmc_c4_noise_0_r0_ensembl,ensembl,noise,0,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,221,198,0.002878
pbmc_c4_noise_2_r1_symbol,symbol,noise,2,1,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,88,70,47,0.001016
pbmc_c4_noise_2_r0_ensembl,ensembl,noise,2,0,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,383,360,0.004822
pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414
pbmc_c4_noise_2_r1_ensembl,ensembl,noise,2,1,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,376,353,0.004738
pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,113,202,179,0.00265
pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,90,56,33,0.000852
pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,113,90,0.001582
pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,84,71,48,0.00102
pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,78,143,120,0.001872
pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,113,396,373,0.004978
pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,NK cell,0.94,"{""cell_type"":""NK cell"",""confidence"":0.94}",stop,82,59,40,0.000872
pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,113,174,151,0.002314
pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,82,75,52,0.001064
pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,Natural killer (NK) cell,0.94,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.94}",stop,113,757,734,0.00931
pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,87,65,42,0.000954
pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,Natural killer (NK) cell,0.94,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.94}",stop,113,411,388,0.005158
pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414
pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,Natural killer (NK) cell,0.9,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.9}",stop,113,322,299,0.00409
pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414
pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,217,194,0.00283
pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.9}",stop,86,112,85,0.001516
pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,200,177,0.002626
pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocytes,0.87,"{""cell_type"":""Monocytes"",""confidence"":0.87}",stop,87,88,69,0.00123
pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,Monocyte,0.8,"{""cell_type"":""Monocyte"",""confidence"":0.8}",stop,79,325,306,0.004058
pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,CD14+ monocytes,0.82,"{""cell_type"":""CD14+ monocytes"",""confidence"":0.82}",stop,113,538,516,0.006682
pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,Monocyte,0.68,"{""cell_type"":""Monocyte"",""confidence"":0.68}",stop,85,93,74,0.001286
pbmc_c5_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,FCGR3A Monocytes,Monocyte,0.9,"{""cell_type"":""Monocyte"",""confidence"":0.9}",stop,113,415,396,0.005206
pbmc_c5_n_genes_1_r0_symbol,symbol,n_genes,1,0,FCGR3A Monocytes,Monocyte/myeloid cell,0.65,"{""cell_type"":""Monocyte/myeloid cell"",""confidence"":0.65}",stop,47,57,34,0.000778
pbmc_c5_n_genes_3_r0_symbol,symbol,n_genes,3,0,FCGR3A Monocytes,Monocyte,0.85,"{""cell_type"":""Monocyte"",""confidence"":0.85}",stop,56,65,46,0.000892
pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,FCGR3A+ (CD16) non-classical monocyte,0.82,"{""cell_type"":""FCGR3A+ (CD16) non-classical monocyte"",""confidence"":0.82}",stop,113,1574,1543,0.019114
pbmc_c5_n_genes_5_r0_symbol,symbol,n_genes,5,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.93,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.93}",stop,66,86,59,0.001164
pbmc_c5_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,FCGR3A Monocytes,dendritic cell,0.7,"{""cell_type"":""dendritic cell"",""confidence"":0.7}",stop,64,537,516,0.006572
pbmc_c5_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,FCGR3A Monocytes,Monocyte,0.63,"{""cell_type"":""Monocyte"",""confidence"":0.63}",stop,113,1053,1034,0.012862
pbmc_c5_n_genes_10_r0_symbol,symbol,n_genes,10,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.9}",stop,86,85,58,0.001192
pbmc_c5_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,FCGR3A Monocytes,B cell,0.45,"{""cell_type"":""B cell"",""confidence"":0.45}",stop,50,1234,1215,0.014908
pbmc_c5_noise_0_r0_symbol,symbol,noise,0,0,FCGR3A Monocytes,CD16+ monocytes (FCGR3A+ non-classical/intermediate monocytes),0.92,"{""cell_type"":""CD16+ monocytes (FCGR3A+ non-classical/intermediate monocytes)"",""confidence"":0.92}",stop,86,113,77,0.001528
pbmc_c5_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,FCGR3A Monocytes,monocyte,0.72,"{""cell_type"":""monocyte"",""confidence"":0.72}",stop,78,748,729,0.009132
pbmc_c5_noise_2_r0_symbol,symbol,noise,2,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.92,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.92}",stop,89,113,86,0.001534
pbmc_c5_noise_2_r1_symbol,symbol,noise,2,1,FCGR3A Monocytes,FCGR3A+ monocyte (CD16+ non-classical/intermediate monocyte),0.9,"{""cell_type"":""FCGR3A+ monocyte (CD16+ non-classical/intermediate monocyte)"",""confidence"":0.9}",stop,86,75,39,0.001072
pbmc_c5_noise_0_r0_ensembl,ensembl,noise,0,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.83,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.83}",stop,113,839,814,0.010294
pbmc_c5_noise_2_r2_symbol,symbol,noise,2,2,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.9}",stop,88,115,88,0.001556
pbmc_c5_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,FCGR3A Monocytes,monocyte,0.86,"{""cell_type"":""monocyte"",""confidence"":0.86}",stop,113,1535,1516,0.018646
pbmc_c5_noise_2_r0_ensembl,ensembl,noise,2,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.86,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.86}",stop,113,988,963,0.012082
pbmc_c5_noise_4_r0_symbol,symbol,noise,4,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.9}",stop,86,102,75,0.001396
pbmc_c5_noise_4_r1_symbol,symbol,noise,4,1,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.82,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.82}",stop,88,120,93,0.001616
pbmc_c5_noise_4_r2_symbol,symbol,noise,4,2,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.9}",stop,92,91,64,0.001276
pbmc_c5_noise_2_r1_ensembl,ensembl,noise,2,1,FCGR3A Monocytes,monocyte,0.62,"{""cell_type"":""monocyte"",""confidence"":0.62}",stop,113,1421,1402,0.017278
pbmc_c5_noise_6_r0_symbol,symbol,noise,6,0,FCGR3A Monocytes,Monocyte,0.78,"{""cell_type"":""Monocyte"",""confidence"":0.78}",stop,91,99,80,0.00137
pbmc_c5_noise_4_r0_ensembl,ensembl,noise,4,0,FCGR3A Monocytes,CD16-positive (FCGR3A+) non-classical monocyte,0.82,"{""cell_type"":""CD16-positive (FCGR3A+) non-classical monocyte"",""confidence"":0.82}",stop,113,975,944,0.011926
pbmc_c5_noise_6_r1_symbol,symbol,noise,6,1,FCGR3A Monocytes,FCGR3A+ non-classical monocyte (CD16+ monocyte),0.72,"{""cell_type"":""FCGR3A+ non-classical monocyte (CD16+ monocyte)"",""confidence"":0.72}",stop,87,198,164,0.00255
pbmc_c5_noise_6_r0_ensembl,ensembl,noise,6,0,FCGR3A Monocytes,Monocyte,0.82,"{""cell_type"":""Monocyte"",""confidence"":0.82}",stop,113,603,584,0.007462
pbmc_c5_noise_6_r2_symbol,symbol,noise,6,2,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.78,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.78}",stop,89,128,101,0.001714
pbmc_c5_noise_4_r1_ensembl,ensembl,noise,4,1,FCGR3A Monocytes,Monocyte,0.72,"{""cell_type"":""Monocyte"",""confidence"":0.72}",stop,113,1389,1370,0.016894
pbmc_c5_noise_4_r2_ensembl,ensembl,noise,4,2,FCGR3A Monocytes,CD16+ non-classical monocyte,0.96,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.96}",stop,113,1161,1136,0.014158
pbmc_c5_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,FCGR3A Monocytes,CD16+ monocyte (non-classical/intermediate monocyte),0.9,"{""cell_type"":""CD16+ monocyte (non-classical/intermediate monocyte)"",""confidence"":0.9}",stop,86,121,90,0.001624
pbmc_c5_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,FCGR3A Monocytes,FCGR3A+ (CD16+) monocytes,0.9,"{""cell_type"":""FCGR3A+ (CD16+) monocytes"",""confidence"":0.9}",stop,86,102,74,0.001396
pbmc_c5_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.86,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.86}",stop,113,541,516,0.006718
pbmc_c6_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Dendritic cells,conventional dendritic cell (CD1c+ / cDC2),0.92,"{""cell_type"":""conventional dendritic cell (CD1c+ / cDC2)"",""confidence"":0.92}",stop,96,85,53,0.001212
pbmc_c5_noise_6_r2_ensembl,ensembl,noise,6,2,FCGR3A Monocytes,Monocyte,0.72,"{""cell_type"":""Monocyte"",""confidence"":0.72}",stop,113,1053,1034,0.012862
pbmc_c6_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Dendritic cells,CD1c+ conventional dendritic cell,0.9,"{""cell_type"":""CD1c+ conventional dendritic cell"",""confidence"":0.9}",stop,86,96,71,0.001324
pbmc_c5_noise_6_r1_ensembl,ensembl,noise,6,1,FCGR3A Monocytes,monocyte,0.62,"{""cell_type"":""monocyte"",""confidence"":0.62}",stop,113,1693,1674,0.020542
pbmc_c5_noise_2_r2_ensembl,ensembl,noise,2,2,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.88,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.88}",stop,113,1010,983,0.012346
pbmc_c6_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Dendritic cells,monocyte,0.72,"{""cell_type"":""monocyte"",""confidence"":0.72}",stop,83,165,146,0.002146
pbmc_c5_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,FCGR3A Monocytes,monocyte,0.78,"{""cell_type"":""monocyte"",""confidence"":0.78}",stop,113,1053,1034,0.012862
pbmc_c6_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Dendritic cells,monocyte,0.76,"{""cell_type"":""monocyte"",""confidence"":0.76}",stop,113,535,516,0.006646
pbmc_c6_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Dendritic cells,dendritic cell,0.58,"{""cell_type"":""dendritic cell"",""confidence"":0.58}",stop,113,994,973,0.012154
pbmc_c6_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Dendritic cells,Monocyte,0.68,"{""cell_type"":""Monocyte"",""confidence"":0.68}",stop,79,180,161,0.002318
pbmc_c6_n_genes_1_r0_symbol,symbol,n_genes,1,0,Dendritic cells,antigen-presenting cell,0.3,"{""cell_type"":""antigen-presenting cell"",""confidence"":0.3}",stop,49,96,74,0.00125
pbmc_c6_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Dendritic cells,Monocyte,0.78,"{""cell_type"":""Monocyte"",""confidence"":0.78}",stop,113,535,516,0.006646
pbmc_c6_n_genes_3_r0_symbol,symbol,n_genes,3,0,Dendritic cells,dendritic cell,0.6,"{""cell_type"":""dendritic cell"",""confidence"":0.6}",stop,60,165,144,0.0021
pbmc_c6_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Dendritic cells,monocyte,0.72,"{""cell_type"":""monocyte"",""confidence"":0.72}",stop,113,1053,1034,0.012862
pbmc_c6_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Dendritic cells,unknown,0.05,"{""cell_type"":""unknown"",""confidence"":0.05}",stop,50,405,387,0.00496
pbmc_c6_n_genes_5_r0_symbol,symbol,n_genes,5,0,Dendritic cells,HLA-DR-high antigen-presenting cells (likely dendritic cells/monocytes),0.72,"{""cell_type"":""HLA-DR-high antigen-presenting cells (likely dendritic cells/monocytes)"",""confidence"":0.72}",stop,70,33,0,0.000536
pbmc_c6_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Dendritic cells,dendritic cell,0.55,"{""cell_type"":""dendritic cell"",""confidence"":0.55}",stop,64,299,278,0.003716
pbmc_c6_n_genes_10_r0_symbol,symbol,n_genes,10,0,Dendritic cells,CD1c+ conventional dendritic cell (myeloid DC),0.93,"{""cell_type"":""CD1c+ conventional dendritic cell (myeloid DC)"",""confidence"":0.93}",stop,96,91,60,0.001284
pbmc_c6_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Dendritic cells,dendritic cell,0.48,"{""cell_type"":""dendritic cell"",""confidence"":0.48}",stop,78,459,438,0.005664
pbmc_c6_noise_0_r0_symbol,symbol,noise,0,0,Dendritic cells,conventional dendritic cell (cDC2),0.9,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.9}",stop,96,106,79,0.001464
pbmc_c6_noise_2_r0_symbol,symbol,noise,2,0,Dendritic cells,conventional dendritic cell (CD1c+ / cDC2),0.9,"{""cell_type"":""conventional dendritic cell (CD1c+ / cDC2)"",""confidence"":0.9}",stop,93,89,57,0.001254
pbmc_c6_noise_0_r0_ensembl,ensembl,noise,0,0,Dendritic cells,dendritic cell,0.68,"{""cell_type"":""dendritic cell"",""confidence"":0.68}",stop,113,537,516,0.00667
pbmc_c6_noise_2_r1_symbol,symbol,noise,2,1,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.9,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.9}",stop,93,119,89,0.001614
pbmc_c6_noise_2_r0_ensembl,ensembl,noise,2,0,Dendritic cells,MHC class II-high antigen-presenting cell (likely dendritic cell),0.7,"{""cell_type"":""MHC class II-high antigen-presenting cell (likely dendritic cell)"",""confidence"":0.7}",stop,113,548,516,0.006802
pbmc_c6_noise_2_r2_symbol,symbol,noise,2,2,Dendritic cells,dendritic cell,0.72,"{""cell_type"":""dendritic cell"",""confidence"":0.72}",stop,93,260,239,0.003306
pbmc_c6_noise_4_r0_symbol,symbol,noise,4,0,Dendritic cells,FCER1A+ conventional dendritic cell (CD1c+ myeloid dendritic cell),0.86,"{""cell_type"":""FCER1A+ conventional dendritic cell (CD1c+ myeloid dendritic cell)"",""confidence"":0.86}",stop,91,151,113,0.001994
