id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd
pbmc_c2_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,108,179,,0.002006
pbmc_c2_n_genes_10_r0_symbol,symbol,n_genes,10,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552
pbmc_c2_noise_0_r0_symbol,symbol,noise,0,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552
pbmc_c2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,316,,0.003466
pbmc_c2_noise_2_r0_symbol,symbol,noise,2,0,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,127,24,,0.000494
pbmc_c2_noise_0_r0_ensembl,ensembl,noise,0,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,316,,0.003466
pbmc_c2_noise_2_r1_symbol,symbol,noise,2,1,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,127,24,,0.000494
pbmc_c2_noise_2_r0_ensembl,ensembl,noise,2,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,359,,0.003896
pbmc_c2_noise_2_r2_symbol,symbol,noise,2,2,B cells,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",end_turn,129,29,,0.000548
pbmc_c2_noise_2_r1_ensembl,ensembl,noise,2,1,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,269,,0.002996
pbmc_c2_noise_4_r0_symbol,symbol,noise,4,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,130,29,,0.00055
pbmc_c2_noise_2_r2_ensembl,ensembl,noise,2,2,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,276,,0.003066
pbmc_c2_noise_4_r1_symbol,symbol,noise,4,1,B cells,B cell,0.75,"{""cell_type"": ""B cell"", ""confidence"": 0.75}",end_turn,133,24,,0.000506
pbmc_c2_noise_4_r0_ensembl,ensembl,noise,4,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,364,,0.003946
pbmc_c2_noise_4_r2_symbol,symbol,noise,4,2,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,140,29,,0.00057
pbmc_c2_noise_4_r1_ensembl,ensembl,noise,4,1,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,153,321,,0.003516
pbmc_c2_noise_6_r0_symbol,symbol,noise,6,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,122,29,,0.000534
pbmc_c2_noise_6_r1_symbol,symbol,noise,6,1,B cells,B cell,0.8,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.8}
```",end_turn,130,29,,0.00055
pbmc_c2_noise_4_r2_ensembl,ensembl,noise,4,2,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,153,465,,0.004956
pbmc_c2_noise_6_r2_symbol,symbol,noise,6,2,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,127,24,,0.000494
pbmc_c2_noise_6_r2_ensembl,ensembl,noise,6,2,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,153,246,,0.002766
pbmc_c2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552
pbmc_c2_noise_6_r1_ensembl,ensembl,noise,6,1,B cells,B cell,0.75,"{""cell_type"": ""B cell"", ""confidence"": 0.75}",end_turn,153,480,,0.005106
pbmc_c2_noise_6_r0_ensembl,ensembl,noise,6,0,B cells,B cell,0.8,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.8}
```",end_turn,153,801,,0.008316
pbmc_c2_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552
pbmc_c2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,264,,0.002946
pbmc_c3_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526
pbmc_c2_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,331,,0.003616
pbmc_c3_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD14 Monocytes,"Monocyte (myeloid, likely CD14+ monocyte)",0.65,"```json
{""cell_type"": ""Monocyte (myeloid, likely CD14+ monocyte)"", ""confidence"": 0.65}
```",end_turn,115,49,,0.00072
pbmc_c3_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.9,"```json
{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.9}
```",end_turn,153,390,,0.004206
pbmc_c3_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD14 Monocytes,Monocyte (CD14+ monocyte/macrophage-like myeloid cell),0.7,"{""cell_type"": ""Monocyte (CD14+ monocyte/macrophage-like myeloid cell)"", ""confidence"": 0.7}",end_turn,114,50,,0.000728
pbmc_c3_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.85,"{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.85}",end_turn,153,366,,0.003966
pbmc_c3_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD14 Monocytes,CD14+ Monocyte/Macrophage,0.85,"```json
{""cell_type"": ""CD14+ Monocyte/Macrophage"", ""confidence"": 0.85}
```",end_turn,116,42,,0.000652
pbmc_c3_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD14 Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,260,,0.002906
pbmc_c3_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD14 Monocytes,Monocyte,0.7,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.7}
```",end_turn,68,31,,0.000446
pbmc_c3_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD14 Monocytes,Monocyte (CD14+ myeloid cell),0.85,"{""cell_type"": ""Monocyte (CD14+ myeloid cell)"", ""confidence"": 0.85}",end_turn,153,253,,0.002836
pbmc_c3_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD14 Monocytes,Monocyte,0.6,"{""cell_type"": ""Monocyte"", ""confidence"": 0.6}",end_turn,72,26,,0.000404
pbmc_c3_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD14 Monocytes,"Monocyte (classical, CD14+)",0.9,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.9}
```",end_turn,78,40,,0.000556
pbmc_c3_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```

These genes (LYZ, S100A9, S100A8) are classic markers of myeloid cells, particularly classical monocytes, which highly express lysozyme and the S100A8/A9 calprotectin complex.",end_turn,90,201,,0.00219
pbmc_c3_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```",end_turn,88,36,,0.000536
pbmc_c3_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.85,"{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.85}",end_turn,108,176,,0.001976
pbmc_c3_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526
pbmc_c3_noise_0_r0_symbol,symbol,noise,0,0,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",end_turn,113,32,,0.000546
pbmc_c3_noise_2_r0_symbol,symbol,noise,2,0,CD14 Monocytes,CD14+ Monocyte,0.85,"{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.85}",end_turn,117,31,,0.000544
pbmc_c3_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD14 Monocytes,Classical monocyte (CD14+ monocyte),0.9,"```json
{""cell_type"": ""Classical monocyte (CD14+ monocyte)"", ""confidence"": 0.9}
```",end_turn,153,406,,0.004366
pbmc_c3_noise_0_r0_ensembl,ensembl,noise,0,0,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.92,"```json
{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.92}
```",end_turn,153,328,,0.003586
pbmc_c3_noise_2_r0_ensembl,ensembl,noise,2,0,CD14 Monocytes,"Monocyte (myeloid, likely CD14+ classical monocyte)",0.85,"{""cell_type"": ""Monocyte (myeloid, likely CD14+ classical monocyte)"", ""confidence"": 0.85}",end_turn,153,306,,0.003366
pbmc_c3_noise_2_r2_symbol,symbol,noise,2,2,CD14 Monocytes,CD14+ monocyte,0.85,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.85}",end_turn,114,30,,0.000528
pbmc_c3_noise_2_r1_symbol,symbol,noise,2,1,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```",end_turn,113,36,,0.000586
pbmc_c3_noise_2_r1_ensembl,ensembl,noise,2,1,CD14 Monocytes,Monocyte (classical/CD14+ myeloid cell),0.9,"{""cell_type"": ""Monocyte (classical/CD14+ myeloid cell)"", ""confidence"": 0.9}",end_turn,153,296,,0.003266
pbmc_c3_noise_4_r0_symbol,symbol,noise,4,0,CD14 Monocytes,CD14+ classical monocyte,0.85,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.85}",end_turn,121,32,,0.000562
pbmc_c3_noise_2_r2_ensembl,ensembl,noise,2,2,CD14 Monocytes,CD14+ classical monocytes,0.85,"{""cell_type"": ""CD14+ classical monocytes"", ""confidence"": 0.85}",end_turn,153,411,,0.004416
pbmc_c3_noise_4_r1_symbol,symbol,noise,4,1,CD14 Monocytes,CD14+ monocyte,0.85,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.85}",end_turn,116,30,,0.000532
pbmc_c3_noise_4_r2_symbol,symbol,noise,4,2,CD14 Monocytes,"Monocyte (classical, CD14+)",0.75,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.75}
```",end_turn,117,40,,0.000634
pbmc_c3_noise_4_r1_ensembl,ensembl,noise,4,1,CD14 Monocytes,Classical monocytes (CD14+),0.85,"{""cell_type"": ""Classical monocytes (CD14+)"", ""confidence"": 0.85}",end_turn,153,361,,0.003916
pbmc_c3_noise_6_r0_symbol,symbol,noise,6,0,CD14 Monocytes,Monocyte (myeloid),0.65,"{""cell_type"": ""Monocyte (myeloid)"", ""confidence"": 0.65}",end_turn,115,32,,0.00055
pbmc_c3_noise_4_r0_ensembl,ensembl,noise,4,0,CD14 Monocytes,Neutrophil (granulocyte lineage),0.75,"```json
{""cell_type"": ""Neutrophil (granulocyte lineage)"", ""confidence"": 0.75}
```

**Reasoning:** The gene set includes classic neutrophil/granulocyte markers:
- **LYZ** – lysozyme, myeloid marker
- **S100A9** – calprotectin subunit, highly expressed in neutrophils/monocytes
- **MPO** – myeloperoxidase, a hallmark of neutrophil (and precursor) granules
- **TYROBP (DAP12)** – myeloid signaling adaptor
- **FCGR3B (CD16b)** – neutrophil-specific Fc receptor
- **CD177** – neutrophil-specific surface marker
- **FTH1** – ferritin, often upregulated in activated myeloid cells

The combination of **MPO + FCGR3B + CD177 + S100A9** strongly points toward a **neutrophil or neutrophil-precursor (myeloid granulocytic) population** within human blood.",end_turn,153,950,,0.009806
pbmc_c3_noise_6_r1_symbol,symbol,noise,6,1,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.6,"{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.6}",end_turn,117,39,,0.000624
pbmc_c3_noise_4_r2_ensembl,ensembl,noise,4,2,CD14 Monocytes,Monocyte (myeloid lineage),0.75,"{""cell_type"": ""Monocyte (myeloid lineage)"", ""confidence"": 0.75}",end_turn,153,584,,0.006146
pbmc_c3_noise_6_r2_symbol,symbol,noise,6,2,CD14 Monocytes,Classical monocyte (CD14+ monocyte),0.8,"```json
{""cell_type"": ""Classical monocyte (CD14+ monocyte)"", ""confidence"": 0.8}
```",end_turn,121,44,,0.000682
pbmc_c3_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526
pbmc_c3_noise_6_r1_ensembl,ensembl,noise,6,1,CD14 Monocytes,"Monocyte (myeloid lineage, likely classical monocyte)",0.75,"{""cell_type"": ""Monocyte (myeloid lineage, likely classical monocyte)"", ""confidence"": 0.75}",end_turn,153,458,,0.004886
pbmc_c3_noise_6_r0_ensembl,ensembl,noise,6,0,CD14 Monocytes,Monocyte,0.85,"Looking at these genes, I can identify several classic myeloid/monocyte markers:
- **LYZ** (ENSG00000090382) - Lysozyme, classic monocyte/macrophage marker
- **FTL** (ENSG00000087086) - Ferritin light chain, highly expressed in monocytes
- **FTH1** (ENSG00000167996) - Ferritin heavy chain, myeloid marker
- **S100A6** (ENSG00000197956) - Calcium-binding protein, expressed in monocytes
- **NAPSA** (ENSG00000171148) - Napsin A, expressed in monocytes/dendritic cells

This combination of iron storage proteins (ferritin genes), lysozyme, and S100 family proteins is highly characteristic of monocytes/macrophages in blood.

```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.85}
```",end_turn,153,954,,0.009846
pbmc_c3_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",end_turn,113,32,,0.000546
pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,"Monocyte (classical, CD14+)",0.7,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.7}
```",end_turn,153,335,,0.003656
pbmc_c3_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD14 Monocytes,Classical monocytes (CD14+),0.85,"{""cell_type"": ""Classical monocytes (CD14+)"", ""confidence"": 0.85}",end_turn,153,400,,0.004306
pbmc_c4_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,NK cells,NK cell (CD56dim cytotoxic natural killer cell),0.9,"{""cell_type"": ""NK cell (CD56dim cytotoxic natural killer cell)"", ""confidence"": 0.9}",end_turn,114,44,,0.000668
pbmc_c4_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,NK cells,"NK cell (CD56dim, FCGR3A+)",0.85,"{""cell_type"": ""NK cell (CD56dim, FCGR3A+)"", ""confidence"": 0.85}",end_turn,115,40,,0.00063
pbmc_c3_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD14 Monocytes,Monocyte (CD14+ myeloid cell),0.9,"```json
{""cell_type"": ""Monocyte (CD14+ myeloid cell)"", ""confidence"": 0.9}
```",end_turn,153,392,,0.004226
pbmc_c4_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,NK cells,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",end_turn,153,301,,0.003316
pbmc_c4_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,NK cells,"NK cell (CD56dim cytotoxic NK, e.g. GZMH+/XCL2+ NK cell)",0.65,"```json
{""cell_type"": ""NK cell (CD56dim cytotoxic NK, e.g. GZMH+/XCL2+ NK cell)"", ""confidence"": 0.65}
```",end_turn,116,66,,0.000892
pbmc_c4_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,NK cells,NK cell (natural killer cell),0.75,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.75}",end_turn,116,33,,0.000562
pbmc_c4_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,NK cells,CD56dim CD16+ Natural Killer (NK) cells,0.65,"{""cell_type"": ""CD56dim CD16+ Natural Killer (NK) cells"", ""confidence"": 0.65}",end_turn,153,758,,0.007886
pbmc_c4_n_genes_1_r0_symbol,symbol,n_genes,1,0,NK cells,NK cell / cytotoxic T cell,0.55,"{""cell_type"": ""NK cell / cytotoxic T cell"", ""confidence"": 0.55}",end_turn,68,35,,0.000486
pbmc_c4_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,NK cells,NK cell (Natural Killer cell) - marker gene NKG7,0.6,"```json
{""cell_type"": ""NK cell (Natural Killer cell) - marker gene NKG7"", ""confidence"": 0.6}
```",end_turn,72,49,,0.000634
pbmc_c4_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,NK cells,NK cell (natural killer cell),0.7,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.7}",end_turn,153,598,,0.006286
pbmc_c4_n_genes_3_r0_symbol,symbol,n_genes,3,0,NK cells,NK cell (Natural Killer cell),0.85,"```json
{""cell_type"": ""NK cell (Natural Killer cell)"", ""confidence"": 0.85}
```",end_turn,78,40,,0.000556
pbmc_c4_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,NK cells,NK cell,0.95,"{""cell_type"": ""NK cell"", ""confidence"": 0.95}",end_turn,90,82,,0.001
pbmc_c4_n_genes_5_r0_symbol,symbol,n_genes,5,0,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,88,33,,0.000506
pbmc_c4_n_genes_10_r0_symbol,symbol,n_genes,10,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}
```",end_turn,114,44,,0.000668
pbmc_c4_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,NK cells,NK cell,0.75,"```json
{""cell_type"": ""NK cell"", ""confidence"": 0.75}
```",end_turn,153,845,,0.008756
pbmc_c4_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,NK cells,NK cell (Natural Killer cell),0.9,"{""cell_type"": ""NK cell (Natural Killer cell)"", ""confidence"": 0.9}",end_turn,108,198,,0.002196
pbmc_c4_noise_0_r0_symbol,symbol,noise,0,0,NK cells,NK cell (cytotoxic CD56dim natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic CD56dim natural killer cell)"", ""confidence"": 0.85}",end_turn,114,44,,0.000668
pbmc_c4_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,153,292,,0.003226
pbmc_c4_noise_2_r0_symbol,symbol,noise,2,0,NK cells,NK cell (cytotoxic natural killer cell),0.9,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.9}",end_turn,120,39,,0.00063
pbmc_c4_noise_0_r0_ensembl,ensembl,noise,0,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,153,267,,0.002976
pbmc_c4_noise_2_r1_symbol,symbol,noise,2,1,NK cells,NK cell,0.85,"{""cell_type"": ""NK cell"", ""confidence"": 0.85}",end_turn,119,25,,0.000488
pbmc_c4_noise_2_r0_ensembl,ensembl,noise,2,0,NK cells,Natural killer (NK) cells,0.9,"{""cell_type"": ""Natural killer (NK) cells"", ""confidence"": 0.9}",end_turn,153,344,,0.003746
pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,NK cell (cytotoxic natural killer cell),0.9,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.9}
```",end_turn,116,44,,0.000672
pbmc_c4_noise_2_r1_ensembl,ensembl,noise,2,1,NK cells,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",end_turn,153,376,,0.004066
pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,NK cell (CD56dim cytotoxic NK cell),0.8,"{""cell_type"": ""NK cell (CD56dim cytotoxic NK cell)"", ""confidence"": 0.8}",end_turn,124,42,,0.000668
pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,NK cell (cytotoxic natural killer cell),0.9,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.9}",end_turn,153,298,,0.003286
pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,NK cell (or cytotoxic CD8+ T cell),0.7,"{""cell_type"": ""NK cell (or cytotoxic CD8+ T cell)"", ""confidence"": 0.7}",end_turn,118,42,,0.000656
pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,Natural Killer (NK) cell / Cytotoxic lymphocyte,0.8,"```json
{""cell_type"": ""Natural Killer (NK) cell / Cytotoxic lymphocyte"", ""confidence"": 0.8}
```",end_turn,111,52,,0.000742
pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,153,422,,0.004526
pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,NK cells (or cytotoxic CD8+ T cells),0.75,"{""cell_type"": ""NK cells (or cytotoxic CD8+ T cells)"", ""confidence"": 0.75}",end_turn,153,385,,0.004156
pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,NK cell,0.75,"{""cell_type"": ""NK cell"", ""confidence"": 0.75}",end_turn,120,25,,0.00049
pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,NK cells (natural killer cells) / cytotoxic lymphocytes,0.85,"{""cell_type"": ""NK cells (natural killer cells) / cytotoxic lymphocytes"", ""confidence"": 0.85}",end_turn,153,335,,0.003656
pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,NK cell,0.7,"{""cell_type"": ""NK cell"", ""confidence"": 0.7}",end_turn,118,25,,0.000486
pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,153,345,,0.003756
pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,NK cell (cytotoxic natural killer cell),0.75,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.75}",end_turn,119,39,,0.000628
pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,NK cell (cytotoxic CD56dim natural killer cell),0.85,"```json
{""cell_type"": ""NK cell (cytotoxic CD56dim natural killer cell)"", ""confidence"": 0.85}
```",end_turn,114,49,,0.000718
pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,NK cell (natural killer cell),0.7,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.7}",end_turn,153,412,,0.004426
pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,NK cell (natural killer cell),0.75,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.75}",end_turn,153,272,,0.003026
pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.85,"{""cell_type"": ""Natural killer (NK) cell"", ""confidence"": 0.85}",end_turn,153,257,,0.002876
pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,114,39,,0.000618
pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",end_turn,153,256,,0.002866
pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,117,41,,0.000644
pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte/Macrophage,0.75,"{""cell_type"": ""Monocyte/Macrophage"", ""confidence"": 0.75}",end_turn,119,32,,0.000558
pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,153,263,,0.002936
pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,Monocyte (non-classical/CD16+ monocyte),0.7,"{""cell_type"": ""Monocyte (non-classical/CD16+ monocyte)"", ""confidence"": 0.7}",end_turn,117,42,,0.000654
pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,Monocyte/Macrophage (CD68+ myeloid cell),0.85,"{""cell_type"": ""Monocyte/Macrophage (CD68+ myeloid cell)"", ""confidence"": 0.85}",end_turn,153,324,,0.003546
pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,Monocyte,0.7,"{""cell_type"": ""Monocyte"", ""confidence"": 0.7}",end_turn,118,26,,0.000496
pbmc_c5_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,FCGR3A Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,255,,0.002856
pbmc_c5_n_genes_1_r0_symbol,symbol,n_genes,1,0,FCGR3A Monocytes,Monocyte (CD14+/CD16+ myeloid cell),0.6,"{""cell_type"": ""Monocyte (CD14+/CD16+ myeloid cell)"", ""confidence"": 0.6}",end_turn,67,44,,0.000574
pbmc_c5_n_genes_3_r0_symbol,symbol,n_genes,3,0,FCGR3A Monocytes,"Monocyte (myeloid cell, likely CD14+/CD16+ monocyte)",0.75,"```json
{""cell_type"": ""Monocyte (myeloid cell, likely CD14+/CD16+ monocyte)"", ""confidence"": 0.75}
```",end_turn,78,56,,0.000716
